ngay_dang,loai_hinh,dien_tich,gia,giay_to_phap_ly,so_phong_ngu,so_phong_ve_sinh,tinh_trang_noi_that,link
16/10/2025,"Shophouse, nhà phố thương mại tại Florence Mỹ Đình","156,5 m²","12,9 tỷ",Sổ đỏ/ Sổ hồng,5.0,5.0,Đầy đủ,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-tran-huu-duc-phuong-cau-dien-prj-florence-my-dinh/ban-khoi-de-3-tang-so-do-lau-dai-lh-pr44291051
30/10/2025,"Shophouse, nhà phố thương mại tại Florence Mỹ Đình","156,5 m²","12,9 tỷ",Sổ đỏ/ Sổ hồng,5.0,5.0,Đầy đủ,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-tran-huu-duc-phuong-cau-dien-prj-florence-my-dinh/bql-xin-thong-bao-can-ban-khoi-de-3-tang-so-do-lau-dai-lh-pr44414550
28/10/2025,"Shophouse, nhà phố thương mại tại Him Lam Thường Tín",81 m²,Thỏa thuận,,,,,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-tran-phu-thi-tran-thuong-tin-prj-him-lam-thuong-tin/suat-ngoai-giao-gia-chi-9-9-ty-can-cam-ket-thue-lai-voi-gia-30-95tr-can-pr41526315
28/10/2025,"Shophouse, nhà phố thương mại tại Green Park Trần Thủ Độ",86 m²,Thỏa thuận,Sổ đỏ,,,Cơ bản,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-tran-thu-do-phuong-hoang-liet-prj-green-park-tran-thu-do/ban-san-van-phong-chung-cu-so-1-do-pr43864551
21/10/2025,"Shophouse, nhà phố thương mại tại Green Park Trần Thủ Độ","68,6 m²","6,3 tỷ",Sổ đỏ/ Sổ hồng,,,,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-tran-thu-do-phuong-hoang-liet-prj-green-park-tran-thu-do/chinh-chu-ban-so-huu-lau-dai-dong-park-pr44334324
27/10/2025,"Shophouse, nhà phố thương mại tại Green Park Trần Thủ Độ",150 m²,Thỏa thuận,Sổ đỏ/ Sổ hồng,,,Cơ bản,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-tran-thu-do-phuong-hoang-liet-prj-green-park-tran-thu-do/dang-cho-thue-20tr-1-thang-kinh-doanh-dong-tien-on-dinh-so-lau-dai-pr43426981
30/10/2025,"Shophouse, nhà phố thương mại tại Xuân Phương Tasco",171 m²,Thỏa thuận,Sổ đỏ chính chủ.,4.0,4.0,Đầy đủ,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-trinh-van-bo-phuong-xuan-phuong-prj-xuan-phuong-tasco/ban-goc-nga-tu-mat-tien-dung-keo-dai-view-ho-lon-pr33172910
22/10/2025,"Shophouse, nhà phố thương mại tại Eurowindow River Park","154,5 m²","7,8 tỷ",Sổ đỏ/ Sổ hồng,,,,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-truong-sa-xa-dong-hoi-prj-eurowindow-river-park/ban-lo-shop-39m2-4-tang-tong-158m2-mat-toa-3-so-do-lau-dai-pr43481058
27/10/2025,"Shophouse, nhà phố thương mại tại Khu biệt thự Vườn Cam - Orange Graden",200 m²,38 tỷ,Hợp đồng mua bán.,3.0,3.0,,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-vanh-dai-3-5-xa-van-canh-1-prj-khu-biet-thu-vuon-cam-orange-graden/ban-nhanh-can-mat-3-5-dien-tich-200m-tu-38-ty-lh-pr40770610
23/10/2025,"Shophouse, nhà phố thương mại tại Udic Westlake",301 m²,85 triệu/m²,Hợp đồng mua bán,,,,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-vo-chi-cong-phuong-phu-thuong-1-prj-udic-westlake/-mat-3-tang-300m2-gia-70tr-m2-so-do-lau-dai-pr23115479
23/10/2025,"Shophouse, nhà phố thương mại tại Udic Westlake",330 m²,"32,5 tỷ",Sổ đỏ/ Sổ hồng,,,,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-vo-chi-cong-phuong-phu-thuong-1-prj-udic-westlake/ban-chan-de-330m2-thiet-ke-3-tang-tho-tai-chung-cu-lh-pr44353273
28/10/2025,"Shophouse, nhà phố thương mại tại Udic Westlake",13.225 m²,45 triệu/m²,Hợp đồng mua bán,,,Không nội thất,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-vo-chi-cong-phuong-phu-thuong-1-prj-udic-westlake/ban-san-so-huu-lau-dai-toa-mat-gia-cuc-tot-pr28892572
27/10/2025,"Shophouse, nhà phố thương mại tại Long Biên Central",924 m²,Thỏa thuận,,,,,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-vu-duc-than-phuong-viet-hung-2-prj-long-bien-central/-tu-74m2-924m2-vip-nhat-4-mat-tien-gia-115tr-m2-pr44387911
21/10/2025,"Shophouse, nhà phố thương mại tại Long Biên Central",104 m²,150 triệu/m²,Hợp đồng mua bán,,,,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-vu-duc-than-phuong-viet-hung-2-prj-long-bien-central/b1-09-shop-house-hang-ngoai-giao-gia-dau-tu-lh-pr44336993
16/10/2025,"Shophouse, nhà phố thương mại tại Long Biên Central",183 m²,Thỏa thuận,Hợp đồng mua bán,,3.0,,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-vu-duc-than-phuong-viet-hung-2-prj-long-bien-central/ban-120-trieu-183m2-tai-ha-noi-pr44292126
29/10/2025,"Shophouse, nhà phố thương mại tại Long Biên Central","128,5 m²","16,75 tỷ",Sổ đỏ/ Sổ hồng,1.0,1.0,Cơ bản,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-vu-duc-than-phuong-viet-hung-2-prj-long-bien-central/ban-chan-de-chung-cu-cao-cap-so-do-lau-dai-gia-chi-tu-120-trieu-m2-pr44408015
22/10/2025,"Shophouse, nhà phố thương mại tại Long Biên Central","104,4 m²",Thỏa thuận,Sổ đỏ/ Sổ hồng,,,Không nội thất,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-vu-duc-than-phuong-viet-hung-2-prj-long-bien-central/phong-cach-sang-trong-dau-tu-dang-cap-135-trieu-104-4m2-central-pr44336772
15/10/2025,"Shophouse, nhà phố thương mại tại Long Biên Central",80 m²,120 triệu/m²,Sổ đỏ/ Sổ hồng,,,,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-vu-duc-than-phuong-viet-hung-2-prj-long-bien-central/suat-ngoai-giao-can-shop-khoi-de-du-an-cam-ket-gia-tot-nhat-thi-truong-lh-pr44281498
24/10/2025,"Shophouse, nhà phố thương mại tại Kosmo Tây Hồ",212 m²,36 tỷ,Sổ đỏ/ Sổ hồng,2.0,2.0,Cơ bản,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-xuan-la-phuong-xuan-tao-prj-kosmo-tay-ho/-chan-de-212m2-mt-8m-so-do-vinh-vien-bank-thue-110tr-th-chi-36-ty-pr43611069
18/10/2025,"Shophouse, nhà phố thương mại tại Kosmo Tây Hồ",141 m²,22 tỷ,Sổ đỏ/ Sổ hồng,1.0,,Cơ bản,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-xuan-la-phuong-xuan-tao-prj-kosmo-tay-ho/ban-sp-chan-de-toa-so-do-u-dai-dong-tien-50tr-thang-pr44209102
29/10/2025,"Shophouse, nhà phố thương mại tại Kosmo Tây Hồ",161 m²,Thỏa thuận,Sổ đỏ/ Sổ hồng,1.0,,Đầy đủ,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-xuan-la-phuong-xuan-tao-prj-kosmo-tay-ho/ban-tai-gia-ta-thuan-161m2-q-bac-tu-liem-hn-pr44403446
20/10/2025,"Shophouse, nhà phố thương mại tại Kosmo Tây Hồ",1.004 m²,75 tỷ,,,,,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-xuan-la-phuong-xuan-tao-prj-kosmo-tay-ho/can-chuyen-nhuong-san-tang-1-toa-ho-pr39741636
25/10/2025,"Shophouse, nhà phố thương mại tại Imperia Sola Park",77 m²,12 tỷ,"rõ ràng, sở hữu lâu dài.",,,Cơ bản,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-pho-cau-coc-phuong-tay-mo-prj-imperia-sola-park/ban-shop-house-chan-de-g5-g6-vinhomes-smart-city-pr43977800
15/10/2025,"Shophouse, nhà phố thương mại tại Langs Village",268 m²,Thỏa thuận,Sổ đỏ/ Sổ hồng,,,,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-pho-chua-lang-phuong-lang-thuong-prj-langs-village/ban-82-doi-dien-dhnt-263m2-x7-tang-2-mat-mt-11m-dtxd1800m2-ham-vao-ten-pr40889115
22/10/2025,"Shophouse, nhà phố thương mại tại Megastar Dominium C2 Xuân Đỉnh",230 m²,"12,8 tỷ",Đang chờ sổ,2.0,2.0,Cơ bản,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-pho-do-nhuan-phuong-xuan-dinh-prj-megastar-dominium-c2-xuan-dinh/ban-can-de-toa-chung-cu-cv-hoa-binh-dt-sd-230m2-via-he-rong-gia-8-5-ty-pr42404858
24/10/2025,"Shophouse, nhà phố thương mại tại Megastar Dominium C2 Xuân Đỉnh",120 m²,"7,5 tỷ",", sở hữu Vĩnh viễn.",,2.0,,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-pho-do-nhuan-phuong-xuan-dinh-prj-megastar-dominium-c2-xuan-dinh/hang-hot-can-chan-de-shop-house-209m2-gia-chi-11-2-ty-khai-thac-dong-tien-45tr-thang-2-5-tang-pr43764675
27/10/2025,"Shophouse, nhà phố thương mại tại Giảng Võ Complex Tower",75 m²,78 tỷ,Sổ đỏ/ Sổ hồng,,,Không nội thất,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-pho-giang-vo-phuong-cat-linh-prj-giang-vo-complex-tower/dan-loi-tinh-hoa-chi-duy-nhat-199-can-vin-cho-nhan-chu-lh-em-minh-chau-pr42887247
23/10/2025,"Shophouse, nhà phố thương mại tại phố Giảng Võ",100 m²,Thỏa thuận,,,,,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-pho-giang-vo-phuong-doi-can/suat-ngoai-giao-mua-truc-tiep-cdt-vinhomes-the-gallery-lh-pr42915138
22/10/2025,"Shophouse, nhà phố thương mại tại Vinhomes The Gallery","82,5 m²","56,6 tỷ",,,,,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-pho-giang-vo-phuong-giang-vo-prj-vinhomes-the-gallery/-anh-xin-gui-anh-chi-can-tmdv-82-5m2-xay-5-tang-gia-chi-56-6-ty-gia-da-dc-ck-35-pr44156615
17/10/2025,"Shophouse, nhà phố thương mại tại Vinhomes The Gallery",90 m²,622 triệu/m²,,5.0,5.0,,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-pho-giang-vo-phuong-giang-vo-prj-vinhomes-the-gallery/-galery-chiet-khau-32-cho-khach-hang-tien-phong-pr44304288
22/10/2025,"Shophouse, nhà phố thương mại tại Vinhomes The Gallery",97 m²,37 tỷ,Hợp đồng mua bán,5.0,5.0,Cơ bản,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-pho-giang-vo-phuong-giang-vo-prj-vinhomes-the-gallery/ban-mat-ngoc-khanh-mat-tien-6-8m-gia-tot-truc-tiep-cdt-vinhomes-pr44347745
22/10/2025,"Shophouse, nhà phố thương mại tại Vinhomes The Gallery",120 m²,"54,18 tỷ",Sổ đỏ/ Sổ hồng,,,Cơ bản,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-pho-giang-vo-phuong-giang-vo-prj-vinhomes-the-gallery/ban-tai-148-120m2-xay-5-tang-54-18-ty-can-mat-ngoc-khanh-pr44056105
17/10/2025,"Shophouse, nhà phố thương mại tại Vinhomes The Gallery","82,5 m²","56,6 tỷ",,,,,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-pho-giang-vo-phuong-giang-vo-prj-vinhomes-the-gallery/em-co-2-can-ngoai-giao-dot-dau-chiet-khau-35-ky-truc-tiep-cdt-82-5m2-56-6-ty-mua-la-thang-hot-pr43968583
20/10/2025,"Shophouse, nhà phố thương mại tại Vinhomes The Gallery",97 m²,83 tỷ,,,,,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-pho-giang-vo-phuong-giang-vo-prj-vinhomes-the-gallery/hot-can-goc-mat-van-phong-6-sao-gia-chi-83-ty-97m2-5-tang-can-sot-mat-chung-cu-a-pr44323416
28/10/2025,"Shophouse, nhà phố thương mại tại Vinhomes The Gallery",125 m²,96 tỷ,,,,,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-pho-giang-vo-phuong-giang-vo-prj-vinhomes-the-gallery/huyen-trang-co-can-goc-nga-tu-125m-vip-nhat-du-an-96-ty-mua-duoc-la-thang-co-1-0-2-pr44396011
28/10/2025,"Shophouse, nhà phố thương mại tại Vinhomes The Gallery","82,5 m²","56,5 tỷ",,,,,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-pho-giang-vo-phuong-giang-vo-prj-vinhomes-the-gallery/quy-ngoai-giao-con-6-can-chiet-khau-32-tra-thang-82-5m2-56-5-ty-5-tang-co-slot-oto-dinh-danh-pr44395760
24/10/2025,"Shophouse, nhà phố thương mại tại Vinhomes The Gallery","509,8 m²",Thỏa thuận,Sổ hồng 50 năm (tính từ năm 2025).,4.0,5.0,Không nội thất,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-pho-giang-vo-phuong-giang-vo-prj-vinhomes-the-gallery/suat-dac-biet-can-goc-2-mat-tien-vinhome-doi-dien-toa-thap-van-phong-va-truong-hoc-pr43238295
28/10/2025,"Shophouse, nhà phố thương mại tại Vinhomes The Gallery","82,5 m²","46,6 tỷ",,,,,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-pho-giang-vo-phuong-giang-vo-prj-vinhomes-the-gallery/thanh-thuy-gui-quy-anh-chi-can-82-5m2-46-6-ty-gom-xay-re-nhat-du-an-gallery-pr44395831
26/10/2025,"Shophouse, nhà phố thương mại tại Khu đô thị Trung Hòa - Nhân Chính",363 m²,"52,5 tỷ",Sổ đỏ/ Sổ hồng,,,,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-pho-hoang-dao-thuy-phuong-trung-hoa-4-prj-khu-do-thi-trung-hoa-nhan-chinh/-chu-ban-363m2-cho-thue-170tr-thang-pr43484013
28/10/2025,"Shophouse, nhà phố thương mại tại The Nelson Private Residences",90 m²,Thỏa thuận,Hợp đồng mua bán,,,Không nội thất,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-pho-lang-ha-phuong-thanh-cong-prj-the-nelson-private-residences/ng-ngoai-giao-vip-tp-tang-trung-tam-quan-ba-dinh-heritage-gelexico-pr44396103
22/10/2025,"Shophouse, nhà phố thương mại tại Vinhomes The Gallery",120 m²,"44,65 tỷ",Sổ đỏ/ Sổ hồng,,,Cơ bản,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-pho-ngoc-khanh-phuong-giang-vo-prj-vinhomes-the-gallery/ban-106m2-xay-5-tang-mat-duong-tai-don-gia-tot-t-khu-vuc-pr44055758
22/10/2025,"Shophouse, nhà phố thương mại tại Vinhomes The Gallery","105,57 m²",42 tỷ,Hợp đồng mua bán,5.0,5.0,Cơ bản,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-pho-ngoc-khanh-phuong-giang-vo-prj-vinhomes-the-gallery/ban-mat-tien-lon-8-2m-gia-tot-thuan-tien-kinh-doanh-pr44347822
26/10/2025,"Shophouse, nhà phố thương mại tại The Terra An Hưng",94 m²,40 tỷ,Sổ đỏ/ Sổ hồng,,,,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-pho-nguyen-thanh-binh-phuong-duong-noi-prj-the-terra-an-hung/ban-mat-94m-x-7-5-tang-gia-tot-nhat-thi-truong-pr41717663
23/10/2025,"Shophouse, nhà phố thương mại tại The Terra An Hưng",95 m²,43 tỷ,,5.0,5.0,Đầy đủ,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-pho-nguyen-thanh-binh-phuong-la-khe-prj-the-terra-an-hung/-mat-to-huu-ha-dong-95m2-x-7t-x-mt-6-5m-via-he-o-to-kinh-doh-vip-pr41798627
27/10/2025,"Shophouse, nhà phố thương mại tại The Terra An Hưng",206 m²,160 tỷ,Sổ đỏ/ Sổ hồng,8.0,9.0,Đầy đủ,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-pho-nguyen-thanh-binh-phuong-la-khe-prj-the-terra-an-hung/b-206m2-lo-goc-mat-vi-tri-vip-kd-dinh-nhat-khu-pr43535153
24/10/2025,"Shophouse, nhà phố thương mại tại The Terra An Hưng",320 m²,120 tỷ,Sổ đỏ/ Sổ hồng,,,,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-pho-nguyen-thanh-binh-phuong-la-khe-prj-the-terra-an-hung/ban-gap-toa-8-tang-2-mat-2-thang-may-mat-binh-pr44361611
27/10/2025,"Shophouse, nhà phố thương mại tại Khu đô thị mới Xa La",25 m²,"1,75 tỷ",Hợp đồng mua bán,2.0,2.0,,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-pho-phung-hung-1-phuong-phuc-la-prj-khu-do-thi-moi-xa-la/chinh-chu-ban-gap-ki-ot-ct1-tai-kdt-1-8-ty-25m2-2pn-2wc-pr42938180
30/10/2025,"Shophouse, nhà phố thương mại tại TSG Lotus Sài Đồng","81,5 m²","25,5 tỷ",Sổ đỏ/ Sổ hồng.,4.0,5.0,Đầy đủ,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-pho-sai-dong-phuong-viet-hung-2-prj-tsg-lotus-sai-dong/25-5-ty-lien-ke-81-5m2-view-mat-du-an-chu-thien-chi-ban-pr44416565
23/10/2025,"Shophouse, nhà phố thương mại tại TSG Lotus Sài Đồng","93,6 m²","5,6 tỷ",Sổ đỏ/ Sổ hồng.,,2.0,Đầy đủ,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-pho-sai-dong-phuong-viet-hung-2-prj-tsg-lotus-sai-dong/chinh-chu-ban-toa-190-dt-90m-p2-tang-gia-nhinh-4-ty-pr40580922
22/10/2025,"Shophouse, nhà phố thương mại tại Gamuda City",220 m²,Thỏa thuận,Sổ đỏ/ Sổ hồng,,,Đầy đủ,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-pho-yen-duyen-phuong-yen-so-prj-gamuda-city/ra-hang-can-goc-vi-tri-dep-nhat-co-thang-may-gia-ca-thoa-thuan-truc-tiep-pr44125535
28/10/2025,"Shophouse, nhà phố thương mại tại An Bình City",145 m²,Thỏa thuận,Sổ đỏ/ Sổ hồng,,2.0,,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-phuong-co-nhue-1-prj-an-binh-city/b-lo-dep-nhat-view-qug-truong-tien-kinh-doh-pr43802279
17/10/2025,"Shophouse, nhà phố thương mại tại An Bình City",87 m²,"7,1 tỷ",Sổ đỏ/ Sổ hồng.,,,Cơ bản,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-phuong-co-nhue-1-prj-an-binh-city/b-v-ng-thh-giao-luu-so-lau-dai-lo-goc-gia-tot-pr44308092
22/10/2025,"Shophouse, nhà phố thương mại tại H6 Starlake",132 m²,Thỏa thuận,,,,,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-phuong-co-nhue-1-prj-h6-starlake/ban-132m2-gia-thoa-thuan-tai-1-bac-tu-liem-hn-pr44174879
23/10/2025,"Shophouse, nhà phố thương mại tại Khu đô thị mới Đại Kim - Định Công",75 m²,Thỏa thuận,,,,,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-phuong-dai-kim-prj-khu-do-thi-moi-dai-kim-dinh-cong/nhieu-suat-dau-tu-mat-lk-vi-tri-dep-nhat-kdt-da-pr44353469
23/10/2025,"Shophouse, nhà phố thương mại tại Khu đô thị mới Đại Kim - Định Công",75 m²,Thỏa thuận,Hđ htđt,,,,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-phuong-dai-kim-prj-khu-do-thi-moi-dai-kim-dinh-cong/nhieu-suat-dau-tu-mat-lk-vi-tri-dep-nhat-kdt-gia-chi-tu-65tr-m2-pr43012961
26/10/2025,"Shophouse, nhà phố thương mại tại IA20 Ciputra",40 m²,2 tỷ,,,,,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-phuong-dong-ngac-prj-ia20-ciputra/-chan-de-du-an-dien-tich-40m2-gia-2-ty-lh-pr44261648
24/10/2025,"Shophouse, nhà phố thương mại tại IA20 Ciputra",120 m²,250 triệu/m²,Sổ đỏ/ Sổ hồng,8.0,4.0,,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-phuong-dong-ngac-prj-ia20-ciputra/ban-can-view-vuon-hoa-lo-goc-2-mat-tien-5-tang-dau-cho-thang-may-0382276666-pr34512102
27/10/2025,"Shophouse, nhà phố thương mại tại IA20 Ciputra",80 m²,"3,8 tỷ",Sổ đỏ/ Sổ hồng,,,,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-phuong-dong-ngac-prj-ia20-ciputra/ban-khoi-de-chung-cu-80m2-gia-3-8ty-0382276666-pr34512106
23/10/2025,"Shophouse, nhà phố thương mại tại IA20 Ciputra",74 m²,"3,4 tỷ",Sổ đỏ/ Sổ hồng,,1.0,cơ bản,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-phuong-dong-ngac-prj-ia20-ciputra/ban-suat-ngoai-giao-san-gia-chi-2-ty-mat-san-kinh-doanh-pr40175656
30/10/2025,"Shophouse, nhà phố thương mại tại IA20 Ciputra",120 m²,35 tỷ,Sổ đỏ/ Sổ hồng,,,,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-phuong-dong-ngac-prj-ia20-ciputra/ban-tai-35-ty-120m2-hang-hiem-gia-tot-pr42242763
30/10/2025,"Shophouse, nhà phố thương mại tại IA20 Ciputra",120 m²,35 tỷ,Sổ đỏ/ Sổ hồng.,,,Bàn giao thô.,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-phuong-dong-ngac-prj-ia20-ciputra/chinh-chu-can-ban-ciputra-pr36881401
29/10/2025,"Shophouse, nhà phố thương mại tại Sunshine City",184 m²,37 tỷ,,,,,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-phuong-dong-ngac-prj-sunshine-city/ban-thap-tang-ciputra-dien-tich-168m2-184m2-210m2-300m2-0984879888-pr33784124
22/10/2025,"Shophouse, nhà phố thương mại tại Sunshine City",173 m²,405 triệu/m²,,5.0,5.0,,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-phuong-dong-ngac-prj-sunshine-city/chinh-chu-can-ban-vi-tri-dep-doi-dien-thap-tai-chinh-vietinbank-gia-re-pr37298719
27/10/2025,"Shophouse, nhà phố thương mại tại An Phú Shop Villa",269 m²,Thỏa thuận,Đã có sổ đỏ.,,,,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-phuong-duong-noi-prj-an-phu-shop-villa/b-c-goc-dg-cho-thue-mat-27m-c-dep-gia-dep1-pr36565278
25/10/2025,"Shophouse, nhà phố thương mại tại An Phú Shop Villa",162 m²,45 tỷ,Sổ đỏ/ Sổ hồng.,,,,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-phuong-duong-noi-prj-an-phu-shop-villa/co-hoi-vg-dau-tu-b-ha-dong-pr44166828
22/10/2025,"Shophouse, nhà phố thương mại tại An Phú Shop Villa",162 m²,30 tỷ,Sổ đỏ/ Sổ hồng,,,,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-phuong-duong-noi-prj-an-phu-shop-villa/voi-25-ty-so-huu-kdt-nam-cuong-dtich-162m2-vua-o-vua-kinh-doh-dg-cap-so-do-pr41813820
29/10/2025,"Shophouse, nhà phố thương mại tại The Terra An Hưng",94 m²,Thỏa thuận,Sổ đỏ/ Sổ hồng,,,Đầy đủ,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-phuong-duong-noi-prj-the-terra-an-hung/chinh-chu-b-c-truc-nam-cuong-so-do-ho-thien-thg-may-pr39613587
23/10/2025,"Shophouse, nhà phố thương mại tại Khu đô thị Thanh Hà Mường Thanh",300 m²,175 triệu/m²,Sổ đỏ/ Sổ hồng,8.0,7.0,Cơ bản,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-phuong-kien-hung-prj-khu-do-thi-thanh-ha-muong-thanh/ban-biet-thu-sophouse-300m2-7-tang-tng-may-kinh-doanh-dong-tien-khung-pr43933232
18/10/2025,"Shophouse, nhà phố thương mại tại Kiến Hưng Luxury",80 m²,Thỏa thuận,Sổ đỏ/ Sổ hồng,,,,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-phuong-kien-hung-prj-kien-hung-luxury/lo-goc-5-tang-truc-chinh-kinh-doanh-80m2-3-mat-tien-dong-tien-70tr-thang-gia-2x-ty-pr44245062
30/10/2025,"Shophouse, nhà phố thương mại tại Khu đô thị Văn Khê","504,2 m²",Thỏa thuận,Sổ đỏ/ Sổ hồng,,,,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-phuong-la-khe-prj-khu-do-thi-van-khe/ban-gap-mat-san-chung-cu-cho-thue-ng-tien-so-lau-dai-sat-mat-duong-to-huu-pr44412838
26/10/2025,"Shophouse, nhà phố thương mại tại The Terra An Hưng",65 m²,Thỏa thuận,Sổ đỏ/ Sổ hồng,,,,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-phuong-la-khe-prj-the-terra-an-hung/b-nhh-shop-65m2x7-tg-kinh-doh-tap-nap-nhinh-22ty-pr40554722
25/10/2025,"Shophouse, nhà phố thương mại tại The Terra An Hưng",65 m²,26 tỷ,Sổ đỏ,,,,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-phuong-la-khe-prj-the-terra-an-hung/giam-chao-3-5-ty-duong-noi-ha-dong-pr42468025
25/10/2025,"Shophouse, nhà phố thương mại tại The Emerald",150 m²,"14,9 tỷ",Sổ đỏ/ Sổ hồng,,,Đầy đủ,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-phuong-my-dinh-1-prj-the-emerald/-moi-ban-gap-chan-de-chung-cu-ct8-103m2-gia-7-5-ty-e-minh-0832201407-pr37082711
23/10/2025,"Shophouse, nhà phố thương mại tại The Emerald",170 m²,17 tỷ,Sổ đỏ/ Sổ hồng,,,Đầy đủ,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-phuong-my-dinh-1-prj-the-emerald/ban-1-nam-tu-liem-ha-noi-17-ty-170-m2-pr44355340
27/10/2025,"Shophouse, nhà phố thương mại tại The Emerald",209 m²,17 tỷ,,,,,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-phuong-my-dinh-1-prj-the-emerald/ban-gia-sieu-hoi-tai-1-17-ty-209m2-pr44382629
