ngay_dang,loai_hinh,dien_tich,gia,giay_to_phap_ly,so_phong_ngu,so_phong_ve_sinh,tinh_trang_noi_that,link
30/10/2025,Nhà riêng tại đường Nam Dư,"23,2 m²","5,35 tỷ/m²",Sổ đỏ/ Sổ hồng,2.0,3.0,Đầy đủ,https://batdongsan.com.vn/ban-nha-rieng-duong-nam-du-phuong-tran-phu-7/-dep-tay-tra-phan-khuc-hiem-con-sot-lai-trong-khu-vuc-23m2-so-rieng-pr44278927
22/10/2025,Nhà riêng tại đường Ngô Gia Tự,40 m²,13 tỷ,Sổ đỏ/ Sổ hồng,5.0,5.0,Đầy đủ,https://batdongsan.com.vn/ban-nha-rieng-duong-ngo-gia-tu-phuong-viet-hung-2/chinh-chu-ban-7-tang-phun-noi-that-thang-may-p-khau-chuoc-mat-13m-via-he-3m-pr43994352
22/10/2025,Nhà riêng tại đường Ngô Quyền,67 m²,"12,4 tỷ",Sổ đỏ/ Sổ hồng,4.0,3.0,Đầy đủ,https://batdongsan.com.vn/ban-nha-rieng-duong-ngo-quyen-phuong-quang-trung-17/-dan-xay-67m2-4t-4pn-mt4-3m-full-noi-that-o-to-vao-tai-quyen-pr44250844
25/10/2025,Nhà riêng tại đường Ngô Xuân Quảng,100 m²,"15,5 tỷ",Sổ đỏ/ Sổ hồng,16.0,,Đầy đủ,https://batdongsan.com.vn/ban-nha-rieng-duong-ngo-xuan-quang-thi-tran-trau-quy/ban-gia-lam-dt-100m-5-t-gom-16-phong-o-to-dong-tien-nhinh-15-ty-pr44372041
25/10/2025,Nhà riêng tại đường Ngô Xuân Quảng,68 m²,"11,8 tỷ",Sổ đỏ/ Sổ hồng,12.0,12.0,,https://batdongsan.com.vn/ban-nha-rieng-duong-ngo-xuan-quang-thi-tran-trau-quy/ban-gia-lam-dt-68m-4-t-o-to-tranh-kinh-doanh-dinh-gia-11-ty-pr44372325
27/10/2025,Nhà riêng tại đường Ngô Xuân Quảng,85 m²,"16,9 tỷ",Sổ đỏ/ Sổ hồng,3.0,2.0,,https://batdongsan.com.vn/ban-nha-rieng-duong-ngo-xuan-quang-thi-tran-trau-quy/ban-gia-lam-dt-85m-3-t-lo-goc-o-to-tranh-kinh-doanh-nhinh-16-ty-pr44382723
30/10/2025,Nhà riêng tại đường Ngọc Hà,52 m²,17 tỷ,"Sổ đỏ chính chủ, sang tên ngay.",3.0,2.0,Đầy đủ,https://batdongsan.com.vn/ban-nha-rieng-duong-ngoc-ha-phuong-ngoc-ha/chinh-chu-ban-2-mat-ngo-so-24-ngo-88-pho-ba-dinh-tnh-pho-noi-pr44371216
25/10/2025,Nhà riêng tại đường Ngọc Hồi,45 m²,"12,9 tỷ","sổ đỏ riêng , sang tên nhanh.",8.0,5.0,Đầy đủ,https://batdongsan.com.vn/ban-nha-rieng-duong-ngoc-hoi-phuong-hoang-liet/chinh-chu-can-ban-gap-mat-ngo-o-to-6-tang-so-do-trao-tay-pr44372908
30/10/2025,Nhà riêng tại đường Ngọc Lâm,45 m²,RẺ: NHÀ PHỐ NGỌC LÂM 45M2 LÔ GÓC SẴN NHÀ 4 TẦNG 3 NGỦ GIÁ 8.X TỶ,Sổ đỏ/ Sổ hồng,3.0,4.0,Đầy đủ,https://batdongsan.com.vn/ban-nha-rieng-duong-ngoc-lam-phuong-ngoc-lam-2/gia-re-pho-45m2-lo-goc-san-4-tang-3-ngu-gia-8-x-ty-pr44354767
30/10/2025,Nhà riêng tại đường Ngọc Lâm,115 m²,245 triệu/m²,Sổ đỏ/ Sổ hồng,3.0,4.0,Cơ bản,https://batdongsan.com.vn/ban-nha-rieng-duong-ngoc-lam-phuong-ngoc-lam-2/sieu-dep-lo-goc-long-bien-115m2-mt-7-6m-no-hau-o-to-tranh-u-pr44413998
25/10/2025,Nhà riêng tại đường Ngọc Thụy,33 m²,"8,1 tỷ",Sổ đỏ/ Sổ hồng,3.0,4.0,Đầy đủ,https://batdongsan.com.vn/ban-nha-rieng-duong-ngoc-thuy-phuong-bo-de/-trung-tam-cho-40m-nguyen-the-ruc-lb-pr44374073
30/10/2025,Nhà riêng tại đường Ngọc Thụy,115 m²,26 tỷ,Sổ đỏ/ Sổ hồng,22.0,24.0,Đầy đủ,https://batdongsan.com.vn/ban-nha-rieng-duong-ngoc-thuy-phuong-bo-de/ban-toa-can-ho-dich-vu-115m2-7-tang-22-phong-100tr-th-pr44355284
25/10/2025,Nhà riêng tại đường Ngọc Thụy,47 m²,"15,9 tỷ",Sổ đỏ/ Sổ hồng,,,Cơ bản,https://batdongsan.com.vn/ban-nha-rieng-duong-ngoc-thuy-phuong-bo-de/loi-ngo-thong-o-to-vao-6-tang-thang-may-full-noi-that-canh-truong-viet-phap-pr44374176
17/10/2025,Nhà riêng tại đường Ngọc Thụy,38 m²,"6,9 tỷ","Sổ đỏ chính chủ, sẵn sàng sang tên.",4.0,3.0,Đầy đủ,https://batdongsan.com.vn/ban-nha-rieng-duong-ngoc-thuy-phuong-ngoc-thuy/-dan-xay-ngo-562-o-to-do-cong-4-ngu-chu-can-ban-gap-pr44308047
28/10/2025,Nhà riêng tại đường Ngọc Thụy,41 m²,"10,9 tỷ",Sổ đỏ/ Sổ hồng,3.0,4.0,Cơ bản,https://batdongsan.com.vn/ban-nha-rieng-duong-ngoc-thuy-phuong-ngoc-thuy/ban-42m2-x-6-tang-thang-may-ngo-o-to-5-cho-de-trong-ngo-thong-gan-cho-truong-hoc-pr42790547
30/10/2025,Nhà riêng tại đường Ngọc Thụy,48 m²,"14,6 tỷ",Sổ đỏ/ Sổ hồng,3.0,3.0,Đầy đủ,https://batdongsan.com.vn/ban-nha-rieng-duong-ngoc-thuy-phuong-ngoc-thuy/can-ban-mat-de-dien-tich-48m-o-to-vao-so-do-chinh-chu-pr44352090
30/10/2025,Nhà riêng tại đường Ngọc Thụy,40 m²,"6,85 tỷ",Sổ đỏ/ Sổ hồng,4.0,,,https://batdongsan.com.vn/ban-nha-rieng-duong-ngoc-thuy-phuong-ngoc-thuy/chu-can-ban-gap-hon-6-ty-40m2-ngo-rong-3-buoc-ra-o-to-pr44418090
25/10/2025,Nhà riêng tại đường Ngọc Thụy,68 m²,"11,8 tỷ",Sổ đỏ,,,,https://batdongsan.com.vn/ban-nha-rieng-duong-ngoc-thuy-phuong-ngoc-thuy/sieu-hot-sieu-pham-pho-thuy68-m-11-8-ty-ngo-thong-tien-ich-vo-van-dan-tri-cao-pr44373115
27/10/2025,Nhà riêng tại đường Ngọc Thụy,47 m²,"10,6 tỷ",Sổ đỏ/ Sổ hồng,3.0,4.0,Cơ bản,https://batdongsan.com.vn/ban-nha-rieng-duong-ngoc-thuy-phuong-ngoc-thuy/sieu-pham-phan-lo-50m-6t-thang-may-gara-oto-gan-truong-qt-cong-vien-chi-12-8-ty-pr44382401
28/10/2025,Nhà riêng tại đường Nguyễn An Ninh,53 m²,"16,95 tỷ",Sổ đỏ chính chủ giao dịch ngay.,,,,https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-an-ninh-phuong-tuong-mai/b-dep-pho-6-tg-o-to-vao-so-do-chinh-chu-gia-b-17-8-ty-pr43928781
29/10/2025,Nhà riêng tại đường Nguyễn An Ninh,36 m²,"10,5 tỷ",Sổ đỏ/ Sổ hồng,6.0,4.0,Đầy đủ,https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-an-ninh-phuong-tuong-mai/b-lo-goc-o-to-7-cho-5-tg-dep-o-ngay-phu-hop-o-hoac-lam-v-phong-10-48ty-pr44410703
25/10/2025,Nhà riêng tại đường Nguyễn Chí Thanh,39 m²,"7,45 tỷ",Sổ đỏ/ Sổ hồng,6.0,,Đầy đủ,https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-chi-thanh-phuong-lang-ha/gia-sieu-re-ngo-rong-vai-buoc-ra-o-to-so-phan-lo-2-thoang-full-noi-that-pr44371326
21/10/2025,Nhà riêng tại đường Nguyễn Chính,44 m²,"3,65 tỷ","rõ ràng, chờ sổ đỏ.",2.0,2.0,,https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-chinh-phuong-thinh-liet/-chu-ban-ngo-pho-quan-hoang-mai-pr43923224
27/10/2025,Nhà riêng tại đường Nguyễn Chính,46 m²,"9,3 tỷ",Sổ đỏ/ Sổ hồng,4.0,3.0,,https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-chinh-phuong-thinh-liet/ban-tai-ngo-143-hoang-mai-giao-dich-chu-pr44387851
29/10/2025,Nhà riêng tại đường Nguyễn Công Hoan,56 m²,"14,5 tỷ",Sổ đỏ/ Sổ hồng,4.0,4.0,Đầy đủ,https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-cong-hoan-phuong-ngoc-khanh/ban-o-to-lo-goc-56m-4t-gan-dai-thvn-an-sinh-cuc-tot-pr43559028
27/10/2025,Nhà riêng tại đường Nguyễn Hoàng,50 m²,"12,8 tỷ","Sổ đỏ chính chủ, sẵn sàng giao dịch",12.0,12.0,Đầy đủ,https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-hoang-phuong-my-dinh-1/sieu-pham-7-tang-thang-may-o-to-qua-dong-tien-on-gia-chi-12-8-ty-pr44349185
30/10/2025,Nhà riêng tại đường Nguyên Hồng,45 m²,16 tỷ,Sổ đỏ/ Sổ hồng,6.0,4.0,Cơ bản,https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-hong-phuong-lang-ha/-c-thanh-huynh-t-khang-p-lo-lo-goc-oto-45m-4-tang-16-ty-pr44418736
29/10/2025,Nhà riêng tại đường Nguyên Hồng,65 m²,"21,9 tỷ",Sổ đỏ/ Sổ hồng,5.0,6.0,Đầy đủ,https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-hong-phuong-lang-thuong/sieu-biet-thu-2-thoang-oto-tranh-via-he-2m-kd-tap-nap-thang-may-nt-sin-75m2-8t-pr41614592
29/10/2025,Nhà riêng tại đường Nguyễn Khang,49 m²,"13,5 tỷ",Sổ đỏ/ Sổ hồng,5.0,5.0,Đầy đủ,https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-khang-phuong-yen-hoa-2/-60m2-5t-ngo-thong-oto-do-cua-no-hau-pr44193957
24/10/2025,Nhà riêng tại đường Nguyễn Khang,31 m²,"8,77 tỷ",Sổ đỏ.,3.0,4.0,full nội thất,https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-khang-phuong-yen-hoa-2/ban-cau-giay-31m-x-5-tang-hiem-3-buoc-ra-o-to-tranh-gan-cong-vien-cau-giay-pr44369708
27/10/2025,Nhà riêng tại đường Nguyễn Khang,"30,1 m²","8,15 tỷ","Sổ đỏ chính chủ, vuông vắn, cất két sang tên ngay.",4.0,3.0,,https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-khang-phuong-yen-hoa-2/ban-dep-cau-giay-full-noi-that-xin-ngo-thong-so-dep-chi-viec-o-ngay-pr44379090
30/10/2025,Nhà riêng tại đường Nguyễn Khang,40 m²,"13,5 tỷ",Sổ đỏ/ Sổ hồng,4.0,4.0,Đầy đủ,https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-khang-phuong-yen-hoa-2/ban-quan-cau-giay-13-5-ty-40m2-gan-bang-trung-kinh-trung-pr44418844
30/10/2025,Nhà riêng tại đường Nguyễn Khang,31 m²,8 tỷ,,,,,https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-khang-phuong-yen-hoa-2/ban-sieu-hiem-phan-khuc-nhieu-nguoi-san-cau-giay-31m2-gia-8-ty-pr44418856
29/10/2025,Nhà riêng tại đường Nguyễn Khang,31 m²,"8,8 tỷ",Sổ đỏ,3.0,4.0,Đầy đủ,https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-khang-phuong-yen-hoa-2/ban-trung-tam-cau-giay-31m-5-tang-3-buoc-ra-o-to-tranh-gan-cong-vien-cau-giay-pr44402120
29/10/2025,Nhà riêng tại đường Nguyễn Khang,33 m²,7 tỷ,Sổ đỏ/ Sổ hồng,3.0,4.0,Đầy đủ,https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-khang-phuong-yen-hoa-2/gap-tt-cau-giay-33m-5tang-7ty-o-luon-ngo-thong-3gac-do-dan-xay-kien-co-gia-linh-dong-pr44409531
25/10/2025,Nhà riêng tại đường Nguyễn Khánh Toàn,90 m²,"40,5 tỷ","rõ ràng, số đỏ chính chủ.",28.0,28.0,Đầy đủ,https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-khanh-toan-phuong-quan-hoa/ban-nhanh-sieu-pham-dong-tien-cau-giay-28-phong-90m2-9-tang-mt-7m-oto-do-cua-gia-40-5-ty-pr44373682
28/10/2025,Nhà riêng tại đường Nguyễn Khoái,57 m²,"5,8 tỷ",Sổ chung,3.0,1.0,Cơ bản,https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-khoai-phuong-linh-nam/ban-57m-o-to-tai-do-cua-no-hau-pr44138212
25/10/2025,Nhà riêng tại đường Nguyễn Khuyến,85 m²,"17,5 tỷ",Sổ đỏ/ Sổ hồng,5.0,5.0,Đầy đủ,https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-khuyen-phuong-van-quan/ban-gap-ha-dong-ha-noi-17-5-ty-85m2-5-tang-gan-ho-pr44370471
28/10/2025,Nhà riêng tại đường Nguyễn Lân,66 m²,19 tỷ,Sổ đỏ/ Sổ hồng,5.0,5.0,,https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-lan-phuong-phuong-liet/ban-phan-lo-pho-quan-thanh-xuan-so-66m2-5-tang-o-to-tranh-u-gia-20-5-ty-pr43952663
27/10/2025,Nhà riêng tại đường Nguyễn Lương Bằng,"26,2 m²","8,3 tỷ",Sổ đỏ/ Sổ hồng,,,Đầy đủ,https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-luong-bang-1-phuong-o-cho-dua/ban-7-tang-tm-tang-full-noi-that-8-3ty-pr44385651
27/10/2025,Nhà riêng tại đường Nguyễn Thị Định,48 m²,"15,5 tỷ",Sổ đỏ/ Sổ hồng,6.0,5.0,Cơ bản,https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-thi-dinh-phuong-trung-hoa-4/ban-pho-48m-x-5-tang-mat-tien-4m-o-to-do-cua-gia-15-5-ty-pr44258815
19/10/2025,Nhà riêng tại đường Nguyễn Thị Định,60 m²,33 tỷ,Sổ đỏ/ Sổ hồng,8.0,6.0,Cơ bản,https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-thi-dinh-phuong-trung-hoa-4/sieu-pham-60m-6-tang-mt-4-5m-thang-may-ngo-rong-phu-hop-van-phong-spa-cao-cap-pr44320555
30/10/2025,Nhà riêng tại Khu nhà ở Thạch Bàn,56 m²,"17,8 tỷ",Sổ đỏ/ Sổ hồng,4.0,3.0,Đầy đủ,https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-thoi-trung-phuong-thach-ban-1-prj-khu-nha-o-thach-ban/can-long-bien-ha-noi-pr44416616
30/10/2025,Nhà riêng tại đường Nguyễn Trãi,50 m²,"11,9 tỷ",Sổ đỏ/ Sổ hồng,11.0,11.0,Đầy đủ,https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-trai-phuong-ha-dinh/sieu-pham-ccmn-11-phong-khep-kin-full-noi-that-gan-royal-city-dong-tien-khung-pr44415264
30/10/2025,Nhà riêng tại đường Nguyễn Trãi,89 m²,"18,5 tỷ",Sổ đỏ/ Sổ hồng,20.0,20.0,,https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-trai-phuong-nhan-chinh/ban-chdv-thanh-xuan-gan-dh-khxh-royal-city-chua-den-210tr-m2-89m2-20-phong-thu-1-3-ty-nam-pr44414861
18/10/2025,Nhà riêng tại đường Nguyễn Trãi,54 m²,Thỏa thuận,Sổ đỏ/ Sổ hồng,4.0,,Đầy đủ,https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-trai-phuong-thanh-xuan-bac/cuc-hiem-lo-goc-phan-khu-vip-dien-tich-to-54m2-pr44316217
28/10/2025,Nhà riêng tại đường Nguyễn Văn Cừ,135 m²,"24,85 tỷ",Sổ đỏ/ Sổ hồng,,,,https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-van-cu-1-phuong-bo-de/-pho-dt-135m2-m-tien-8m-thiet-ke-thang-may-gara-nhieu-oto-gan-sat-mat-pho-pr44400489
24/10/2025,Nhà riêng tại đường Nguyễn Văn Cừ,58 m²,"14,6 tỷ",Sổ đỏ/ Sổ hồng,,,Đầy đủ,https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-van-cu-1-phuong-bo-de/ban-doc-pham-an-vung-buoc-6-tang-thang-may-58m2-full-noi-that-dang-cap-pr44359584
24/10/2025,Nhà riêng tại đường Nguyễn Văn Cừ,71 m²,17 tỷ,Sổ đỏ/ Sổ hồng,4.0,4.0,Đầy đủ,https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-van-cu-1-phuong-gia-thuy/ban-long-bien-phan-lo-gara-o-to-71m2-4-tang-mt5-5m-17-ty-pr44364713
25/10/2025,Nhà riêng tại đường Nguyễn Văn Cừ,70 m²,"19,5 tỷ",Sổ đỏ/ Sổ hồng,4.0,5.0,Đầy đủ,https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-van-cu-1-phuong-ngoc-lam-2/hiem-ban-pho-70m2-mt-5m-5-tang-o-to-tranh-via-he-pr44076338
29/10/2025,Nhà riêng tại đường Nguyễn Văn Huyên,42 m²,"13,5 tỷ",Sổ đỏ/ Sổ hồng,4.0,5.0,,https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-van-huyen-phuong-nghia-do-1/chi-13-5-ty-co-moi-dep-6tang-phan-lo-o-to-thang-may-2mat-tien-pho-cau-giay-pr44401173
26/10/2025,Nhà riêng tại đường Nguyễn Văn Huyên,52 m²,11 tỷ,Sổ đỏ/ Sổ hồng,6.0,3.0,Đầy đủ,https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-van-huyen-phuong-quan-hoa/ban-52m2-x-5t-x-mt-4m-ngo-thong-o-to-qua-thoang-truoc-sau-11-ty-pr44382051
25/10/2025,Nhà riêng tại đường Nguyễn Văn Huyên,48 m²,"9,5 tỷ",Sổ đỏ/ Sổ hồng,,,Đầy đủ,https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-van-huyen-phuong-quan-hoa/ban-moi-thang-may-gan-pho-quang-ham-48m-x6t-gan-truong-dh-gia-9-5-ty-pr44370210
29/10/2025,Nhà riêng tại đường Nguyễn Văn Linh,174 m²,"12,7 tỷ",Sổ đỏ/ Sổ hồng,4.0,3.0,Cơ bản,https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-van-linh-phuong-long-bien/lo-dat-tiem-nang-co-san-3-tang-dien-tich-rong-gia-cuc-tot-gan-cho-dong-dinh-sam-uat-pr44385236
20/10/2025,Nhà riêng tại đường Nguyễn Văn Linh,85 m²,"28,5 tỷ",Sổ đỏ/ Sổ hồng,5.0,5.0,Đầy đủ,https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-van-linh-phuong-phuc-dong/can-ban-long-bien-khu-quan-doi-918-pr43797047
28/10/2025,Nhà riêng tại đường Nguyễn Văn Linh,50 m²,"9,5 tỷ",Sổ đỏ/ Sổ hồng,,,,https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-van-linh-phuong-sai-dong/ban-long-bien-ha-noi-5-tang-thang-may-moi-kinh-kong-pr44392861
28/10/2025,Nhà riêng tại đường Nguyễn Xiển,169 m²,68 tỷ,Sổ đỏ/ Sổ hồng,,,Đầy đủ,https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-xien-phuong-ha-dinh/can-goc-pho-160m-6-tang-dep-nhat-pho-rong-15m-kinh-doanh-sieu-dinh-pr43766225
30/10/2025,Nhà riêng tại đường Nhân Mỹ,"140,5 m²",220 triệu/m²,Sổ đỏ/ Sổ hồng,,,,https://batdongsan.com.vn/ban-nha-rieng-duong-nhan-my-phuong-my-dinh-1/ban-n-140-5m-mat-ngo-tien-kinh-doanh-di-lai-thuan-tien-pr44418699
20/10/2025,Nhà riêng tại đường Nhân Trạch,"42,3 m²","7,75 tỷ",Sổ đỏ/ Sổ hồng,5.0,4.0,,https://batdongsan.com.vn/ban-nha-rieng-duong-nhan-trach-phuong-phu-luong-3/ban-can-goc-2-mat-tien-tai-n-42-3-m2-4-tang-1-tum-pr44324822
28/10/2025,Nhà riêng tại đường Nhật Chiêu,62 m²,"11,8 tỷ",Sổ đỏ/ Sổ hồng,4.0,5.0,"cao cấp, mới tinh.",https://batdongsan.com.vn/ban-nha-rieng-duong-nhat-chieu-phuong-quang-an-2/sieu-hiem-tay-ho-dong-tien-moi-long-lanh-63m2-thang-may-11-6-ty-pr44333100
21/10/2025,Nhà riêng tại đường Nhổn,35 m²,5 tỷ,Sổ đỏ/ Sổ hồng,,,,https://batdongsan.com.vn/ban-nha-rieng-duong-nhon-phuong-minh-khai_1/ban-dh-cong-nghiep-35m2-o-to-do-cong-2-mat-thoang-nhinh-5-ty-anh-that-100-pr44252145
21/10/2025,Nhà riêng tại đường Nhổn,33 m²,"5,3 tỷ",Sổ đỏ/ Sổ hồng,,,,https://batdongsan.com.vn/ban-nha-rieng-duong-nhon-phuong-minh-khai_1/ban-gap-bac-tu-liem-gan-dh-cong-nghiep-5-3-ty-33m2-o-to-do-cong-pr44337345
23/10/2025,Nhà riêng tại đường Nhổn,38 m²,"6,75 tỷ",Sổ đỏ/ Sổ hồng,4.0,5.0,Đầy đủ,https://batdongsan.com.vn/ban-nha-rieng-duong-nhon-phuong-minh-khai_1/ban-pho-38m2-ngay-dh-cong-nghiep-ga-metro-oto-ngo-thong-kinh-doanh-full-do-pr44357760
21/10/2025,Nhà riêng tại đường Nhổn,42 m²,"5,5 tỷ",,,,,https://batdongsan.com.vn/ban-nha-rieng-duong-nhon-phuong-minh-khai_1/v-o-n-o-dh-cong-nghiep-nhinh-5-ty-42m2-o-to-do-cua-3-mat-thoang-pr44335015
17/10/2025,Nhà riêng tại đường Nhổn,30 m²,"6,8 tỷ",,,,,https://batdongsan.com.vn/ban-nha-rieng-duong-nhon-phuong-phuong-canh/sieu-pham-ban-nga-tu-20m-ra-32-gan-ga-metro-doi-dien-dh-cong-nghiep-pr44308501
24/10/2025,Nhà riêng tại đường Ninh Dương,44 m²,4 tỷ,Sổ đỏ/ Sổ hồng,4.0,3.0,,https://batdongsan.com.vn/ban-nha-rieng-duong-ninh-duong-xa-thanh-cao/ban-o-to-do-cua-sat-nga-ba-binh-da-binh-minh-oai-ql21b-43m2-kd-online-tot-gia-chi-4-ty-pr44367492
30/10/2025,Nhà riêng tại đường Phan Đình Giót,30 m²,"7,05 tỷ","Sổ đỏ chính chủ, sẵn sàng giao dịch ngay.",,,,https://batdongsan.com.vn/ban-nha-rieng-duong-phan-dinh-giot-phuong-quang-trung-17/ban-lo-goc-2-mat-thoang-la-khe-ha-dong-pr44412636
27/10/2025,Nhà riêng tại đường Phố Lụa,38 m²,Thỏa thuận,Sổ đỏ/ Sổ hồng,4.0,4.0,Đầy đủ,https://batdongsan.com.vn/ban-nha-rieng-duong-pho-lua-phuong-van-phuc-1/chinh-chu-gui-ban-ngay-sat-lo-goc-gan-gan-ngay-buu-dien-ha-dong-cho-ha-dong-pr44387360
30/10/2025,Nhà riêng tại đường Phố Lụa,38 m²,"8,2 tỷ",Sổ đỏ/ Sổ hồng,,,Đầy đủ,https://batdongsan.com.vn/ban-nha-rieng-duong-pho-lua-phuong-van-phuc-1/duy-t-ban-gap-38m-4t-lo-goc-full-noi-that-gan-gia-cong-khai-8-2-ty-ctl-pr44418972
29/10/2025,Nhà riêng tại đường Phố Lụa,40 m²,7 tỷ,Sổ đỏ/ Sổ hồng,,,,https://batdongsan.com.vn/ban-nha-rieng-duong-pho-lua-phuong-van-phuc-1/hiem-ban-dan-xay-gan-buu-dien-ha-dong-mo-lao-175tr-m2-3-tang-40m2-pr44409516
27/10/2025,Nhà riêng tại đường Phố Trạm,49 m²,"12,8 tỷ",Sổ đỏ/ Sổ hồng,4.0,4.0,Đầy đủ,https://batdongsan.com.vn/ban-nha-rieng-duong-pho-tram-phuong-long-bien/-6-tang-lo-goc-hai-mat-thoang-chu-tang-full-noi-that-nhap-khau-cho-khach-pr43869031
24/10/2025,Nhà riêng tại đường Phố Trạm,45 m²,"12,1 tỷ",Sổ đỏ/ Sổ hồng,4.0,5.0,,https://batdongsan.com.vn/ban-nha-rieng-duong-pho-tram-phuong-long-bien/-dep-lo-goc-hai-mat-thoang-o-to-vao-ngo-thong-7-tang-thang-may-12-1-ty-pr44351498
28/10/2025,Nhà riêng tại đường Phố Trạm,"30,4 m²",6 tỷ,Sổ đỏ/ Sổ hồng,3.0,4.0,Full nội thất,https://batdongsan.com.vn/ban-nha-rieng-duong-pho-tram-phuong-long-bien/-sot-1-can-duy-nhat-full-noi-that-cc-ngay-tttm-aoen-o-to-do-cong-pr44266320
18/10/2025,Nhà riêng tại đường Phố Trạm,49 m²,12 tỷ,"Sổ đỏ thổ cư 100%, nở hậu nhẹ, không tranh chấp.",,,Full nội thất,https://batdongsan.com.vn/ban-nha-rieng-duong-pho-tram-phuong-long-bien/ban-49m2-lo-goc-oto-vao-6-tang-thang-may-full-noi-that-gia-hon-12-ty-pr44163590
30/10/2025,Nhà riêng tại đường Phố Trạm,31 m²,"6,4 tỷ",,3.0,4.0,Đầy đủ,https://batdongsan.com.vn/ban-nha-rieng-duong-pho-tram-phuong-long-bien/ban-chao-6-4-ty-dan-xay-5-tang-full-noi-that-31m2-pr44418999
27/10/2025,Nhà riêng tại đường Phố Trạm,56 m²,"19,5 tỷ",Sổ đỏ/ Sổ hồng,4.0,6.0,Đầy đủ,https://batdongsan.com.vn/ban-nha-rieng-duong-pho-tram-phuong-long-bien/hoa-hau-7-tang-thang-may-kinh-doanh-dinh-o-to-tranh-thong-gara-2-o-to-full-noi-that-pr44292208
26/10/2025,Nhà riêng tại đường Phú Diễn,33 m²,"8,3 tỷ",Sổ đỏ/ Sổ hồng,3.0,3.0,,https://batdongsan.com.vn/ban-nha-rieng-duong-phu-dien-phuong-cau-dien/ban-lo-goc-o-to-7-cho-do-cua-ngo-8m-phan-lo-o-to-tranh-dan-xay-pr44381922
25/10/2025,Nhà riêng tại đường Phú Diễn,80 m²,19 tỷ,Sổ đỏ/ Sổ hồng,6.0,4.0,Đầy đủ,https://batdongsan.com.vn/ban-nha-rieng-duong-phu-dien-phuong-phu-dien/ban-lien-ke-vinadic-hoan-thien-dep-full-noi-that-tai-dien-pr43692851
27/10/2025,Nhà riêng tại đường Phú Diễn,46 m²,"12,9 tỷ",,4.0,3.0,,https://batdongsan.com.vn/ban-nha-rieng-duong-phu-dien-phuong-phu-dien/ban-mat-ngo-o-to-tranh-tai-kinh-doanh-toc-tang-1-dt-46m-4-tang-4-pn-pr44388895
30/10/2025,Nhà riêng tại đường Phú Đô,100 m²,"18,5 tỷ",Sổ đỏ/ Sổ hồng,,,,https://batdongsan.com.vn/ban-nha-rieng-duong-phu-do-phuong-phu-do/ban-le-quang-dao-nam-tu-liem-oto-qua-kinh-anh-dt-98m2-x-2-tang-mt-5-9m-pr44414194
30/10/2025,Nhà riêng tại đường Phú Mỹ,50 m²,"17,9 tỷ",Sổ đỏ/ Sổ hồng,,,Full nội thất,https://batdongsan.com.vn/ban-nha-rieng-duong-phu-my-phuong-my-dinh-1/toa-chdv-nam-tu-liem-lo-goc-oto-qua-dt-50m2-x-7-tang-thang-may-mt-5m-16-phong-pr44418358
